,,Time,Density
5107,0.185703,340.4,0.185703
5110,0.156373,340.6,0.156373
5113,0.155003,340.8,0.155003
5116,0.162011,341,0.162011
5119,0.166377,341.2,0.166377
5122,0.152108,341.4,0.152108
5125,0.145085,341.6,0.145085
5128,0.130711,341.8,0.130711
5131,0.116813,342,0.116813
5134,0.10865,342.2,0.10865
5137,0.106371,342.4,0.106371
5140,0.105825,342.6,0.105825
5143,0.10545,342.8,0.10545
5146,0.10545,343,0.10545
5149,0.105677,343.2,0.105677
5152,0.105806,343.4,0.105806
5155,0.105923,343.6,0.105923
5158,0.105841,343.8,0.105841
5161,0.106683,344,0.106683
5164,0.106738,344.2,0.106738
5167,0.106523,344.4,0.106523
5170,0.106215,344.6,0.106215
5173,0.106258,344.8,0.106258
5176,0.10627,345,0.10627
5179,0.10627,345.2,0.10627
5182,0.106473,345.4,0.106473
5185,0.106746,345.6,0.106746
5188,0.106781,345.8,0.106781
5191,0.106707,346,0.106707
5194,0.106426,346.2,0.106426
5197,0.107003,346.4,0.107003
5200,0.106859,346.6,0.106859
5203,0.106508,346.8,0.106508
5206,0.106402,347,0.106402
5209,0.106512,347.2,0.106512
5212,0.10657,347.4,0.10657
5215,0.106555,347.6,0.106555
5218,0.106434,347.8,0.106434
5221,0.107667,348,0.107667
5224,0.107756,348.2,0.107756
5227,0.107959,348.4,0.107959
5230,0.107358,348.6,0.107358
5233,0.107534,348.8,0.107534
5236,0.107394,349,0.107394
5239,0.107175,349.2,0.107175
5242,0.107163,349.4,0.107163
5245,0.107483,349.6,0.107483
5248,0.107405,349.8,0.107405
5251,0.10714,350,0.10714
5254,0.10691,350.2,0.10691
5257,0.109504,350.4,0.109504
5260,0.124308,350.6,0.124308
5263,0.135518,350.8,0.135518
5266,0.146911,351,0.146911
5269,0.15841,351.2,0.15841
5272,0.1739,351.4,0.1739
5275,0.171017,351.6,0.171017
5278,0.168871,351.8,0.168871
5281,0.171715,352,0.171715
5284,0.171844,352.2,0.171844
5287,0.172979,352.4,0.172979
5290,0.186596,352.6,0.186596
5293,0.214171,352.8,0.214171
5296,0.245362,353,0.245362
5299,0.287509,353.2,0.287509
5302,0.318029,353.4,0.318029
5305,0.361488,353.6,0.361488
5308,0.383603,353.8,0.383603
5311,0.399686,354,0.399686
5314,0.406245,354.2,0.406245
5317,0.399862,354.4,0.399862
5320,0.382062,354.6,0.382062
5323,0.381843,354.8,0.381843
5326,0.372186,355,0.372186
5329,0.349509,355.2,0.349509
5332,0.327319,355.4,0.327319
5335,0.307791,355.6,0.307791
5338,0.310713,355.8,0.310713
5341,0.317432,356,0.317432
5344,0.325587,356.2,0.325587
5347,0.327663,356.4,0.327663
5350,0.331494,356.6,0.331494
5353,0.333207,356.8,0.333207
5356,0.338615,357,0.338615
5359,0.343356,357.2,0.343356
5362,0.360621,357.4,0.360621
5365,0.35288,357.6,0.35288
5368,0.333547,357.8,0.333547
5371,0.3149,358,0.3149
5374,0.301251,358.2,0.301251
5377,0.288875,358.4,0.288875
5380,0.286604,358.6,0.286604
5383,0.280763,358.8,0.280763
5386,0.284005,359,0.284005
5389,0.293432,359.2,0.293432
5392,0.300756,359.4,0.300756
5395,0.302824,359.6,0.302824
5398,0.309223,359.8,0.309223
5401,0.311224,360,0.311224
5404,0.311607,360.2,0.311607
5407,0.310186,360.4,0.310186
5410,0.309004,360.6,0.309004
5413,0.302043,360.8,0.302043
5416,0.299047,361,0.299047
5419,0.307291,361.2,0.307291
5422,0.31181,361.4,0.31181
5425,0.323258,361.6,0.323258
5428,0.32767,361.8,0.32767
5431,0.335708,362,0.335708
5434,0.338514,362.2,0.338514
5437,0.346208,362.4,0.346208
5440,0.357675,362.6,0.357675
5443,0.3667,362.8,0.3667
5446,0.374235,363,0.374235
5449,0.387384,363.2,0.387384
5452,0.39795,363.4,0.39795
5455,0.400791,363.6,0.400791
5458,0.401848,363.8,0.401848
5461,0.402628,364,0.402628
5464,0.408028,364.2,0.408028
5467,0.411029,364.4,0.411029
5470,0.42364,364.6,0.42364
5473,0.420499,364.8,0.420499
5476,0.420479,365,0.420479
5479,0.428521,365.2,0.428521
5482,0.439742,365.4,0.439742
5485,0.449618,365.6,0.449618
5488,0.459794,365.8,0.459794
5491,0.465432,366,0.465432
5494,0.469685,366.2,0.469685
5497,0.493732,366.4,0.493732
5500,0.518145,366.6,0.518145
5503,0.574347,366.8,0.574347
5506,0.592853,367,0.592853
5509,0.6155,367.2,0.6155
5512,0.624415,367.4,0.624415
5515,0.627361,367.6,0.627361
5518,0.629546,367.8,0.629546
5521,0.64188,368,0.64188
5524,0.641778,368.2,0.641778
5527,0.638661,368.4,0.638661
5530,0.643733,368.6,0.643733
5533,0.651915,368.8,0.651915
5536,0.663418,369,0.663418
5539,0.665611,369.2,0.665611
5542,0.665419,369.4,0.665419
5545,0.681912,369.6,0.681912
5548,0.681729,369.8,0.681729
5551,0.676781,370,0.676781
5554,0.672552,370.2,0.672552
5557,0.667967,370.4,0.667967
5560,0.665384,370.6,0.665384
5563,0.659653,370.8,0.659653
5566,0.659165,371,0.659165
5569,0.651697,371.2,0.651697
5572,0.650518,371.4,0.650518
5575,0.652075,371.6,0.652075
5578,0.652372,371.8,0.652372
5581,0.644186,372,0.644186
5584,0.648946,372.2,0.648946
5587,0.651252,372.4,0.651252
5590,0.675158,372.6,0.675158
5593,0.682197,372.8,0.682197
5596,0.701234,373,0.701234
5599,0.699014,373.2,0.699014
5602,0.699724,373.4,0.699724
5605,0.699197,373.6,0.699197
5608,0.698784,373.8,0.698784
5611,0.697875,374,0.697875
5614,0.695179,374.2,0.695179
5617,0.69418,374.4,0.69418
5620,0.698105,374.6,0.698105
5623,0.696696,374.8,0.696696
5626,0.695335,375,0.695335
5629,0.69528,375.2,0.69528
5632,0.69409,375.4,0.69409
5635,0.694277,375.6,0.694277
5638,0.69551,375.8,0.69551
5641,0.69528,376,0.69528
5644,0.696669,376.2,0.696669
5647,0.711621,376.4,0.711621
5650,0.711441,376.6,0.711441
5653,0.70935,376.8,0.70935
5656,0.707013,377,0.707013
5659,0.7064,377.2,0.7064
5662,0.706084,377.4,0.706084
5665,0.706076,377.6,0.706076
5668,0.706283,377.8,0.706283
5671,0.710056,378,0.710056
5674,0.70917,378.2,0.70917
5677,0.708644,378.4,0.708644
5680,0.708476,378.6,0.708476
5683,0.707411,378.8,0.707411
5686,0.704059,379,0.704059
5689,0.702838,379.2,0.702838
5692,0.702576,379.4,0.702576
5695,0.706716,379.6,0.706716
5698,0.708226,379.8,0.708226
5701,0.706985,380,0.706985
5704,0.707337,380.2,0.707337
5707,0.707856,380.4,0.707856
5710,0.704703,380.6,0.704703
5713,0.702268,380.8,0.702268
5716,0.702982,381,0.702982
5719,0.703493,381.2,0.703493
5722,0.711808,381.4,0.711808
5725,0.711851,381.6,0.711851
5728,0.712233,381.8,0.712233
5731,0.711789,382,0.711789
5734,0.71132,382.2,0.71132
5737,0.711071,382.4,0.711071
